src_language	trg_language	domain	github	ckpt	src_vocab	trg_vocab	config.yaml	src_bpe	trg_bpe	complete
en	sn		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-sn/jw300-shona-baseline	https://drive.google.com/open?id=11EyNEoGsoROeqWByRO6VzMk6O6AKnH5u	https://drive.google.com/open?id=11avx0P7wv80h-LPGDkXx4S6-XZBK-W1N	https://drive.google.com/open?id=11UO41NsE_osMCY4ocCplUAbDkjDa0HCo	https://drive.google.com/open?id=11bpBifc26qkTxZ1q2y3dhDhiqIF9S1lm	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sn/jw300-shona-baseline/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sn/jw300-shona-baseline/bpe.codes.4000	yes
en	st	Autshumato	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-st/autshumato-baseline	https://drive.google.com/open?id=1-TnGoBVMPb4le3hdWfdSFLu66SpszY6E	https://drive.google.com/open?id=12yWiMCKPpcLn_3PjrUSCyZ18rEclODQJ	https://drive.google.com/open?id=12tEWoJQuo3r5Yr93Av2SBlEHmmZPwNoS	https://drive.google.com/open?id=130A1OyLxBL5VWuBYAOyAIIFYzCS9oUBc	https://drive.google.com/open?id=199rs4w5D6-bDE93t_5M3ra0S5ZEWORhK	https://drive.google.com/open?id=199rs4w5D6-bDE93t_5M3ra0S5ZEWORhK	yes
en	st	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-st/jw300-baseline	https://drive.google.com/open?id=1-TnGoBVMPb4le3hdWfdSFLu66SpszY6E	https://drive.google.com/open?id=12yWiMCKPpcLn_3PjrUSCyZ18rEclODQJ	https://drive.google.com/open?id=12tEWoJQuo3r5Yr93Av2SBlEHmmZPwNoS	https://drive.google.com/open?id=130A1OyLxBL5VWuBYAOyAIIFYzCS9oUBc	https://drive.google.com/open?id=199rs4w5D6-bDE93t_5M3ra0S5ZEWORhK	https://drive.google.com/open?id=199rs4w5D6-bDE93t_5M3ra0S5ZEWORhK	yes
en	sw	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-sw/fine-tuned-jw300-baseline	https://drive.google.com/open?id=1GoouOW2z1L5jSCNSQYG4NzIe0d0DN0d0	https://drive.google.com/open?id=1B6Zjmo1Dy1sI0ShCvkG_AUMjCjU8Ki0S	https://drive.google.com/open?id=1jyPeb6rPWVUehCWZERUrIafwPis6pEQa	https://drive.google.com/open?id=1uGfyqJaQDS2VpHt7IB_PfhriwkI3UD7n	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/fine-tuned-jw300-baseline/bpe.codes.35000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/fine-tuned-jw300-baseline/bpe.codes.35000	yes
en	ti	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-ti/jw300-tigrigna-baseline	https://drive.google.com/open?id=11mWDx7xPXIYMSHdXh-kuf2_RKRORoCi7	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/jw300-tigrigna-baseline/data/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/jw300-tigrigna-baseline/data/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/jw300-tigrigna-baseline/data/config.yaml	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/jw300-tigrigna-baseline/data/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/jw300-tigrigna-baseline/data/bpe.codes.4000	yes
en	ti	Mix	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-ti/tigmix-baseline	https://drive.google.com/file/d/12dGHeKzwhJ4t0m13paA33ujqFPHrNUqx/	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/tigmix-baseline/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-ti/tigmix-baseline/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-ti/tigmix-baseline/joeynmt_config.yaml	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-ti/tigmix-baseline/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-ti/tigmix-baseline/bpe.codes.4000	yes
en	tiv		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-tiv/jw300-baseline	https://drive.google.com/file/d/1B_rP5oMzaYCZHcRPNJV7vcF2SpzLnRfj	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-tiv/jw300-baseline/data/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-tiv/jw300-baseline/data/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-tiv/jw300-baseline/config.yaml	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-tiv/jw300-baseline/data/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-tiv/jw300-baseline/data/bpe.codes.4000	yes
en	lua	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-lua/jw300-baseline	https://drive.google.com/file/d/11doYa-jfV9pwgqP9xQGbD2CYYQJ5ey9P	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-lua/jw300-baseline/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-lua/jw300-baseline/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane/master/benchmarks/en-lua/jw300-baseline/config.yaml	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-lua/jw300-baseline/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-lua/jw300-baseline/bpe.codes.4000	yes
en	xh	Autshumato	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-xh/autshumato-baseline							no
en	xh	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-xh/jw300-baseline							no
en	ts	Autshumato	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-ts/autshumato-baseline							no
en	ts	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-ts/jw300-baseline	https://drive.google.com/open?id=13hc1lZKQIkJgEH97m0_VMIpwECtQ1S_n	https://drive.google.com/open?id=14NtfPQUVTqI1TI4N6UG4-cy0azSySfZD	https://drive.google.com/open?id=143qwCs4VS_ZINqDx8OM6CvyodgYTD9mT	https://drive.google.com/open?id=14Qs-3DOzva1amDRaNTkx3tHsHgFUbUqH	https://drive.google.com/open?id=1-kGnT7_eSpfbBMMfrz8BphBqyqd9rKNA	https://drive.google.com/open?id=1-kGnT7_eSpfbBMMfrz8BphBqyqd9rKNA	yes
en	urh		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-urh/jw300-baseline	https://drive.google.com/file/d/10If19t09WARC6CP3E1Db9Xw2fzL4Xamr	https://drive.google.com/file/d/1-fZpXGPKFdN0Irr286aWllpjMMvs7wuK	https://drive.google.com/file/d/1-YZNEa6mmB_rm5OeC_i7CGtxHvxJ-afo	https://drive.google.com/file/d/1-hfvDzfzHPlKHyIwLIL99VOxpylDR2uA	https://drive.google.com/file/d/1ZItt_lh_3loSyzi7xeRSUlSTfOR1YWlo	https://drive.google.com/file/d/1ZItt_lh_3loSyzi7xeRSUlSTfOR1YWlo	yes
en	yo		https://github.com/masakhane-io/masakhane-mt/tree/master/en-yo/jw300-baseline-improve	https://drive.google.com/file/d/11df3sipDiv7wXtdRnB01KH72krFsNU4r	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-yo/jw300-baseline-improve/vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-yo/jw300-baseline-improve/vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-yo/jw300-baseline-improve/config.yaml	https://drive.google.com/open?id=10BSIia6tncbO73Hx_SKzBKcxvYN7E99E	https://drive.google.com/open?id=10BSIia6tncbO73Hx_SKzBKcxvYN7E99E	yes
en	zu	Autshumato	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-zu/autshumato-baseline	https://drive.google.com/open?id=10V4hEgjzuO7Fvqyr27TDIUWtJa0TQwbL	https://drive.google.com/open?id=10zl__5w-4nwu7WuhlWHTdTGubaQSWRib	https://drive.google.com/open?id=10jVVj6AFTACxkfvHCNcZhPfQm3flE_NN	https://drive.google.com/open?id=119wdIGEQHFLBVGBSAI40DUg9LIHYgaDB	https://drive.google.com/open?id=1-rN9WbzUvnQN0hHD70wB1o7H6fdsvdt-	https://drive.google.com/open?id=1-rN9WbzUvnQN0hHD70wB1o7H6fdsvdt-	yes
en	zu	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-zu/jw300-baseline	https://drive.google.com/file/d/1-QLxP7xLqu-AqDQkm1XaCtDEex1Oseo0	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-zu/jw300-baseline/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-zu/jw300-baseline/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-zu/jw300-baseline/config.yaml	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-zu/jw300-baseline/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-zu/jw300-baseline/bpe.codes.4000	yes
efi	en		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/efi-en/jw300-baseline	https://drive.google.com/file/d/1fcR0nO3rvzxxx4L4KXL0RD9b9-QBr7ts	https://drive.google.com/open?id=1FnSuQGLWIgBL7d0RvX8tHd8WXeZhsWMO	https://drive.google.com/open?id=1FWiuObwtsuTkBPAiQ4yPrdh1L_3ps9b8	https://drive.google.com/open?id=10GxcfYiCcyX8g2AneIaLdx6bEidcGYZF	https://drive.google.com/open?id=10GxcfYiCcyX8g2AneIaLdx6bEidcGYZF	https://drive.google.com/open?id=10GxcfYiCcyX8g2AneIaLdx6bEidcGYZF	yes
ha	en		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/ha-en/opus_ha_en_baseline	https://drive.google.com/file/d/1q8gPqJM8NGLuweosN1aqRnMxnOywrZM7			https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/ha-en/opus_ha_en_baseline/config.yaml			no
yo	en		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/yo-en/jw300-baseline	https://drive.google.com/file/d/1W6XW7ldm2OjPmBsM-PGI25FShYoITd5W			https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/yo-en/jw300-baseline/config.yaml			no
fr	swc		https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/fr-swc/jw300-baseline	http://34.66.168.159/french_kiswhahili_espoir/fr-swc-baseline_v2/models/frswc_transformer/best.ckpt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/fr-swc/jw300-baseline/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/fr-swc/jw300-baseline/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/fr-swc/jw300-baseline/config.yaml	https://github.com/masakhane-io/masakhane-mt/blob/master/benchmarks/fr-swc/jw300-baseline/bpe.codes.4000	https://github.com/masakhane-io/masakhane-mt/blob/master/benchmarks/fr-swc/jw300-baseline/bpe.codes.4000	yes
en	ve	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-ve/jw300-baseline	https://drive.google.com/open?id=13H1zSz4TpqmlsdxL4R-B3flQM2D0Xsml	https://drive.google.com/open?id=12vhcQgTkZ2xrjBu-uHbnclA3LuDvUpLk	https://drive.google.com/open?id=12q-kZuqlgLD6MGzscyp3yFKz83qyzjpk	https://drive.google.com/open?id=131HYvrrEvfT4dzROpwbB2X-4pLgL1ELj	https://drive.google.com/open?id=1-tl-DyIJOoAGYdF15c6uM-9Xk4eJ7DRh	https://drive.google.com/open?id=1-tl-DyIJOoAGYdF15c6uM-9Xk4eJ7DRh	yes
en	twi	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-twi/jw300-baseline	https://drive.google.com/open?id=1-cr0EDGQjoQm6bw4pwhQCCpDvEj6BJlI	https://drive.google.com/open?id=10t2M2F1fZZyDWYI_ELJYq9nWfTDQFRVM	https://drive.google.com/open?id=10nvux0Roi_sqSXB0Hu6Mm2B2qc-bzEOM	https://drive.google.com/open?id=10tLVGXHOd48x93XGETDio1GZYhTBG6n4	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-twi/jw300-baseline/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-twi/jw300-baseline/bpe.codes.4000	yes
en	sw	SAWA	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-sw/sawa-baseline	https://drive.google.com/open?id=1hE-JKp5A9WtEG55LaCHeb2L7ri7hXjtr	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/sawa-baseline/src_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/sawa-baseline/trg_vocab.txt	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/sawa-baseline/transformer_ensw2.yaml	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/sawa-baseline/bpe.codes.4000	https://raw.githubusercontent.com/masakhane-io/masakhane-mt/master/benchmarks/en-sw/sawa-baseline/bpe.codes.4000	yes
en	nr	JW300	https://github.com/masakhane-io/masakhane-mt/tree/master/benchmarks/en-nr/jw300-baseline	https://drive.google.com/open?id=12C2r2qQYE4dx6y_-7-htFmilPYzHFLH-	https://drive.google.com/open?id=129R0x_bL1q43zAijAMDdbHH8jik4V5qT	https://drive.google.com/open?id=124Af2Nrojt1vhqCv2_pvMkZNuZsNpJGV	https://drive.google.com/open?id=11U_gq3MHKi13_qOANitRQovJJv6qhH__	https://drive.google.com/open?id=1-lTaAjWBNyeTKpMCbK76BDeZit02WM1S	https://drive.google.com/open?id=1-lTaAjWBNyeTKpMCbK76BDeZit02WM1S	yes
